Submatrix Pattern,Noise,RF,Loss,Percent.of.Maximum.MI.per.RF,Which.Loss
4,0,2,0.002716,0.021835,Loss at 25 Epochs
4,0,2,0.002595,0.021835,Loss at 25 Epochs
4,0,2,0.002963,0.021835,Loss at 25 Epochs
4,0,2,0.00207,0.021835,Loss at 25 Epochs
4,0,2,0.002333,0.021835,Loss at 25 Epochs
4,0,2,0.0015,0.021835,Loss at 25 Epochs
4,0,2,0.002863,0.021835,Loss at 25 Epochs
4,0,2,0.003473,0.021835,Loss at 25 Epochs
4,0,4,0.002222,0.177213,Loss at 25 Epochs
4,0,4,0.003653,0.177213,Loss at 25 Epochs
4,0,4,0.002289,0.177213,Loss at 25 Epochs
4,0,4,0.008449,0.177213,Loss at 25 Epochs
4,0,4,0.002751,0.177213,Loss at 25 Epochs
4,0,4,0.00324,0.177213,Loss at 25 Epochs
4,0,4,0.002474,0.177213,Loss at 25 Epochs
4,0,4,0.002416,0.177213,Loss at 25 Epochs
4,0,4,0.002741,0.177213,Loss at 25 Epochs
4,0,4,0.002274,0.177213,Loss at 25 Epochs
4,0,8,0.006554,0.029237,Loss at 25 Epochs
4,0,8,0.010291,0.029237,Loss at 25 Epochs
4,0,8,0.006284,0.029237,Loss at 25 Epochs
4,0,8,0.027815,0.029237,Loss at 25 Epochs
4,0,8,0.021072,0.029237,Loss at 25 Epochs
4,0,8,0.006845,0.029237,Loss at 25 Epochs
4,0,8,0.009543,0.029237,Loss at 25 Epochs
4,0,8,0.005915,0.029237,Loss at 25 Epochs
4,0,8,0.006766,0.029237,Loss at 25 Epochs
4,0,8,0.006494,0.029237,Loss at 25 Epochs
4,0.1,2,0.010487,0.050524,Loss at 25 Epochs
4,0.1,2,0.017038,0.050524,Loss at 25 Epochs
4,0.1,2,0.012707,0.050524,Loss at 25 Epochs
4,0.1,2,0.02153,0.050524,Loss at 25 Epochs
4,0.1,2,0.010481,0.050524,Loss at 25 Epochs
4,0.1,2,0.027796,0.050524,Loss at 25 Epochs
4,0.1,2,0.016557,0.050524,Loss at 25 Epochs
4,0.1,2,0.010215,0.050524,Loss at 25 Epochs
4,0.1,2,0.021409,0.050524,Loss at 25 Epochs
4,0.1,2,0.012193,0.050524,Loss at 25 Epochs
4,0.1,4,0.00698,0.083638,Loss at 25 Epochs
4,0.1,4,0.006072,0.083638,Loss at 25 Epochs
4,0.1,4,0.009038,0.083638,Loss at 25 Epochs
4,0.1,4,0.011306,0.083638,Loss at 25 Epochs
4,0.1,4,0.007348,0.083638,Loss at 25 Epochs
4,0.1,4,0.010196,0.083638,Loss at 25 Epochs
4,0.1,4,0.009817,0.083638,Loss at 25 Epochs
4,0.1,4,0.005818,0.083638,Loss at 25 Epochs
4,0.1,4,0.008338,0.083638,Loss at 25 Epochs
4,0.1,4,0.00824,0.083638,Loss at 25 Epochs
4,0.1,8,0.047041,0.020634,Loss at 25 Epochs
4,0.1,8,0.046199,0.020634,Loss at 25 Epochs
4,0.1,8,0.04331,0.020634,Loss at 25 Epochs
4,0.1,8,0.045447,0.020634,Loss at 25 Epochs
4,0.1,8,0.071445,0.020634,Loss at 25 Epochs
4,0.1,8,0.049957,0.020634,Loss at 25 Epochs
4,0.1,8,0.053839,0.020634,Loss at 25 Epochs
4,0.1,8,0.042501,0.020634,Loss at 25 Epochs
4,0.1,8,0.045711,0.020634,Loss at 25 Epochs
4,0.1,8,0.05646,0.020634,Loss at 25 Epochs
4,0.2,2,0.065801,0.011896,Loss at 25 Epochs
4,0.2,2,0.104756,0.011896,Loss at 25 Epochs
4,0.2,2,0.101109,0.011896,Loss at 25 Epochs
4,0.2,2,0.069003,0.011896,Loss at 25 Epochs
4,0.2,2,0.155895,0.011896,Loss at 25 Epochs
4,0.2,2,0.075881,0.011896,Loss at 25 Epochs
4,0.2,2,0.131374,0.011896,Loss at 25 Epochs
4,0.2,2,0.206775,0.011896,Loss at 25 Epochs
4,0.2,2,0.082956,0.011896,Loss at 25 Epochs
4,0.2,2,0.159191,0.011896,Loss at 25 Epochs
4,0.2,4,0.050839,0.022484,Loss at 25 Epochs
4,0.2,4,0.087023,0.022484,Loss at 25 Epochs
4,0.2,4,0.153589,0.022484,Loss at 25 Epochs
4,0.2,4,0.059666,0.022484,Loss at 25 Epochs
4,0.2,4,0.048175,0.022484,Loss at 25 Epochs
4,0.2,4,0.062381,0.022484,Loss at 25 Epochs
4,0.2,4,0.032315,0.022484,Loss at 25 Epochs
4,0.2,4,0.085185,0.022484,Loss at 25 Epochs
4,0.2,4,0.023514,0.022484,Loss at 25 Epochs
4,0.2,4,0.035865,0.022484,Loss at 25 Epochs
4,0.2,8,0.460059,0.006003,Loss at 25 Epochs
4,0.2,8,0.59627,0.006003,Loss at 25 Epochs
4,0.2,8,0.492024,0.006003,Loss at 25 Epochs
4,0.2,8,0.523037,0.006003,Loss at 25 Epochs
4,0.2,8,0.506338,0.006003,Loss at 25 Epochs
4,0.2,8,0.55858,0.006003,Loss at 25 Epochs
4,0.2,8,0.536397,0.006003,Loss at 25 Epochs
4,0.2,8,0.608879,0.006003,Loss at 25 Epochs
4,0.2,8,0.429327,0.006003,Loss at 25 Epochs
4,0.2,8,0.486932,0.006003,Loss at 25 Epochs
4,0.3,2,1.074052,0.005294,Loss at 25 Epochs
4,0.3,2,0.972244,0.005294,Loss at 25 Epochs
4,0.3,2,0.823863,0.005294,Loss at 25 Epochs
4,0.3,2,0.75868,0.005294,Loss at 25 Epochs
4,0.3,2,0.814516,0.005294,Loss at 25 Epochs
4,0.3,2,1.04933,0.005294,Loss at 25 Epochs
4,0.3,2,1.881,0.005294,Loss at 25 Epochs
4,0.3,2,0.979087,0.005294,Loss at 25 Epochs
4,0.3,2,1.562164,0.005294,Loss at 25 Epochs
4,0.3,2,1.071258,0.005294,Loss at 25 Epochs
4,0.3,4,0.588685,0.017103,Loss at 25 Epochs
4,0.3,4,0.405194,0.017103,Loss at 25 Epochs
4,0.3,4,0.504611,0.017103,Loss at 25 Epochs
4,0.3,4,0.627522,0.017103,Loss at 25 Epochs
4,0.3,4,0.540875,0.017103,Loss at 25 Epochs
4,0.3,4,0.604476,0.017103,Loss at 25 Epochs
4,0.3,4,0.627188,0.017103,Loss at 25 Epochs
4,0.3,4,0.689481,0.017103,Loss at 25 Epochs
4,0.3,4,0.741053,0.017103,Loss at 25 Epochs
4,0.3,4,0.651146,0.017103,Loss at 25 Epochs
4,0.3,8,2.513068,0.004735,Loss at 25 Epochs
4,0.3,8,2.461611,0.004735,Loss at 25 Epochs
4,0.3,8,2.449485,0.004735,Loss at 25 Epochs
4,0.3,8,2.648407,0.004735,Loss at 25 Epochs
4,0.3,8,2.379485,0.004735,Loss at 25 Epochs
4,0.3,8,2.503012,0.004735,Loss at 25 Epochs
4,0.3,8,2.47774,0.004735,Loss at 25 Epochs
4,0.3,8,2.477374,0.004735,Loss at 25 Epochs
4,0.3,8,2.707007,0.004735,Loss at 25 Epochs
4,0.3,8,2.377036,0.004735,Loss at 25 Epochs
4,0.4,2,5.745842,0.001081,Loss at 25 Epochs
4,0.4,2,6.166419,0.001081,Loss at 25 Epochs
4,0.4,2,5.386071,0.001081,Loss at 25 Epochs
4,0.4,2,5.558818,0.001081,Loss at 25 Epochs
4,0.4,2,5.679322,0.001081,Loss at 25 Epochs
4,0.4,2,5.713977,0.001081,Loss at 25 Epochs
4,0.4,2,6.95639,0.001081,Loss at 25 Epochs
4,0.4,2,5.628086,0.001081,Loss at 25 Epochs
4,0.4,2,5.53349,0.001081,Loss at 25 Epochs
4,0.4,2,6.711304,0.001081,Loss at 25 Epochs
4,0.4,4,4.833085,0.007099,Loss at 25 Epochs
4,0.4,4,4.982717,0.007099,Loss at 25 Epochs
4,0.4,4,5.269165,0.007099,Loss at 25 Epochs
4,0.4,4,5.343997,0.007099,Loss at 25 Epochs
4,0.4,4,5.085339,0.007099,Loss at 25 Epochs
4,0.4,4,5.145761,0.007099,Loss at 25 Epochs
4,0.4,4,4.934895,0.007099,Loss at 25 Epochs
4,0.4,4,4.993238,0.007099,Loss at 25 Epochs
4,0.4,4,4.72234,0.007099,Loss at 25 Epochs
4,0.4,4,5.474634,0.007099,Loss at 25 Epochs
4,0.4,8,5.452194,0.00238,Loss at 25 Epochs
4,0.4,8,5.393788,0.00238,Loss at 25 Epochs
4,0.4,8,5.467605,0.00238,Loss at 25 Epochs
4,0.4,8,5.482907,0.00238,Loss at 25 Epochs
4,0.4,8,5.402302,0.00238,Loss at 25 Epochs
4,0.4,8,5.280994,0.00238,Loss at 25 Epochs
4,0.4,8,5.41001,0.00238,Loss at 25 Epochs
4,0.4,8,5.308978,0.00238,Loss at 25 Epochs
4,0.4,8,5.316724,0.00238,Loss at 25 Epochs
4,0.4,8,5.413491,0.00238,Loss at 25 Epochs
8,0,2,0.004495,0.008923,Loss at 25 Epochs
8,0,2,0.004145,0.008923,Loss at 25 Epochs
8,0,2,0.003159,0.008923,Loss at 25 Epochs
8,0,2,0.002627,0.008923,Loss at 25 Epochs
8,0,2,0.003171,0.008923,Loss at 25 Epochs
8,0,2,0.002932,0.008923,Loss at 25 Epochs
8,0,2,0.002751,0.008923,Loss at 25 Epochs
8,0,2,0.00423,0.008923,Loss at 25 Epochs
8,0,2,0.000838,0.008923,Loss at 25 Epochs
8,0,2,0.003117,0.008923,Loss at 25 Epochs
8,0,4,0.00648,0.048655,Loss at 25 Epochs
8,0,4,0.006628,0.048655,Loss at 25 Epochs
8,0,4,0.005008,0.048655,Loss at 25 Epochs
8,0,4,0.007318,0.048655,Loss at 25 Epochs
8,0,4,0.005277,0.048655,Loss at 25 Epochs
8,0,4,0.005695,0.048655,Loss at 25 Epochs
8,0,4,0.005239,0.048655,Loss at 25 Epochs
8,0,4,0.005516,0.048655,Loss at 25 Epochs
8,0,4,0.005522,0.048655,Loss at 25 Epochs
8,0,4,0.004835,0.048655,Loss at 25 Epochs
8,0,8,0.006134,0.251712,Loss at 25 Epochs
8,0,8,0.00358,0.251712,Loss at 25 Epochs
8,0,8,0.00783,0.251712,Loss at 25 Epochs
8,0,8,0.007121,0.251712,Loss at 25 Epochs
8,0,8,0.018498,0.251712,Loss at 25 Epochs
8,0,8,0.004041,0.251712,Loss at 25 Epochs
8,0,8,0.007304,0.251712,Loss at 25 Epochs
8,0,8,0.007739,0.251712,Loss at 25 Epochs
8,0,8,0.004916,0.251712,Loss at 25 Epochs
8,0,8,0.007077,0.251712,Loss at 25 Epochs
8,0.1,2,0.023961,0.004297,Loss at 25 Epochs
8,0.1,2,0.040657,0.004297,Loss at 25 Epochs
8,0.1,2,0.032351,0.004297,Loss at 25 Epochs
8,0.1,2,0.022022,0.004297,Loss at 25 Epochs
8,0.1,2,0.036441,0.004297,Loss at 25 Epochs
8,0.1,2,0.024464,0.004297,Loss at 25 Epochs
8,0.1,2,0.035529,0.004297,Loss at 25 Epochs
8,0.1,2,0.032435,0.004297,Loss at 25 Epochs
8,0.1,2,0.020271,0.004297,Loss at 25 Epochs
8,0.1,2,0.024123,0.004297,Loss at 25 Epochs
8,0.1,4,0.053334,0.016003,Loss at 25 Epochs
8,0.1,4,0.042018,0.016003,Loss at 25 Epochs
8,0.1,4,0.04468,0.016003,Loss at 25 Epochs
8,0.1,4,0.047474,0.016003,Loss at 25 Epochs
8,0.1,4,0.048798,0.016003,Loss at 25 Epochs
8,0.1,4,0.054674,0.016003,Loss at 25 Epochs
8,0.1,4,0.034429,0.016003,Loss at 25 Epochs
8,0.1,4,0.047436,0.016003,Loss at 25 Epochs
8,0.1,4,0.046191,0.016003,Loss at 25 Epochs
8,0.1,4,0.042094,0.016003,Loss at 25 Epochs
8,0.1,8,0.014757,0.065639,Loss at 25 Epochs
8,0.1,8,0.021262,0.065639,Loss at 25 Epochs
8,0.1,8,0.006776,0.065639,Loss at 25 Epochs
8,0.1,8,0.014903,0.065639,Loss at 25 Epochs
8,0.1,8,0.008722,0.065639,Loss at 25 Epochs
8,0.1,8,0.01415,0.065639,Loss at 25 Epochs
8,0.1,8,0.011544,0.065639,Loss at 25 Epochs
8,0.1,8,0.010647,0.065639,Loss at 25 Epochs
8,0.1,8,0.021898,0.065639,Loss at 25 Epochs
8,0.1,8,0.041677,0.065639,Loss at 25 Epochs
8,0.2,2,0.371908,0.005326,Loss at 25 Epochs
8,0.2,2,0.243056,0.005326,Loss at 25 Epochs
8,0.2,2,0.219948,0.005326,Loss at 25 Epochs
8,0.2,2,0.237244,0.005326,Loss at 25 Epochs
8,0.2,2,0.228009,0.005326,Loss at 25 Epochs
8,0.2,2,0.203754,0.005326,Loss at 25 Epochs
8,0.2,2,0.247537,0.005326,Loss at 25 Epochs
8,0.2,2,0.252679,0.005326,Loss at 25 Epochs
8,0.2,2,0.260246,0.005326,Loss at 25 Epochs
8,0.2,2,0.328571,0.005326,Loss at 25 Epochs
8,0.2,4,0.340877,0.00865,Loss at 25 Epochs
8,0.2,4,0.347113,0.00865,Loss at 25 Epochs
8,0.2,4,0.353227,0.00865,Loss at 25 Epochs
8,0.2,4,0.4468,0.00865,Loss at 25 Epochs
8,0.2,4,0.441153,0.00865,Loss at 25 Epochs
8,0.2,4,0.389099,0.00865,Loss at 25 Epochs
8,0.2,4,0.329252,0.00865,Loss at 25 Epochs
8,0.2,4,0.342599,0.00865,Loss at 25 Epochs
8,0.2,4,0.411356,0.00865,Loss at 25 Epochs
8,0.2,4,0.38732,0.00865,Loss at 25 Epochs
8,0.2,8,0.039762,0.032226,Loss at 25 Epochs
8,0.2,8,0.213965,0.032226,Loss at 25 Epochs
8,0.2,8,0.061526,0.032226,Loss at 25 Epochs
8,0.2,8,0.095747,0.032226,Loss at 25 Epochs
8,0.2,8,0.069353,0.032226,Loss at 25 Epochs
8,0.2,8,0.051676,0.032226,Loss at 25 Epochs
8,0.2,8,0.054869,0.032226,Loss at 25 Epochs
8,0.2,8,0.165717,0.032226,Loss at 25 Epochs
8,0.2,8,0.051966,0.032226,Loss at 25 Epochs
8,0.2,8,0.082005,0.032226,Loss at 25 Epochs
8,0.3,2,1.213888,0.000832,Loss at 25 Epochs
8,0.3,2,1.116383,0.000832,Loss at 25 Epochs
8,0.3,2,1.92837,0.000832,Loss at 25 Epochs
8,0.3,2,1.037274,0.000832,Loss at 25 Epochs
8,0.3,2,1.751381,0.000832,Loss at 25 Epochs
8,0.3,2,1.077738,0.000832,Loss at 25 Epochs
8,0.3,2,1.338631,0.000832,Loss at 25 Epochs
8,0.3,2,1.379765,0.000832,Loss at 25 Epochs
8,0.3,2,1.470026,0.000832,Loss at 25 Epochs
8,0.3,2,1.142084,0.000832,Loss at 25 Epochs
8,0.3,4,1.761095,0.003805,Loss at 25 Epochs
8,0.3,4,1.779544,0.003805,Loss at 25 Epochs
8,0.3,4,1.883912,0.003805,Loss at 25 Epochs
8,0.3,4,1.757423,0.003805,Loss at 25 Epochs
8,0.3,4,1.600657,0.003805,Loss at 25 Epochs
8,0.3,4,2.100789,0.003805,Loss at 25 Epochs
8,0.3,4,1.986076,0.003805,Loss at 25 Epochs
8,0.3,4,1.729514,0.003805,Loss at 25 Epochs
8,0.3,4,1.552255,0.003805,Loss at 25 Epochs
8,0.3,4,2.303708,0.003805,Loss at 25 Epochs
8,0.3,8,0.733242,0.013259,Loss at 25 Epochs
8,0.3,8,0.988619,0.013259,Loss at 25 Epochs
8,0.3,8,0.584052,0.013259,Loss at 25 Epochs
8,0.3,8,0.77421,0.013259,Loss at 25 Epochs
8,0.3,8,0.533078,0.013259,Loss at 25 Epochs
8,0.3,8,0.614218,0.013259,Loss at 25 Epochs
8,0.3,8,0.599204,0.013259,Loss at 25 Epochs
8,0.3,8,0.526964,0.013259,Loss at 25 Epochs
8,0.3,8,0.541166,0.013259,Loss at 25 Epochs
8,0.3,8,0.669698,0.013259,Loss at 25 Epochs
8,0.4,2,5.983296,0.000239,Loss at 25 Epochs
8,0.4,2,5.365508,0.000239,Loss at 25 Epochs
8,0.4,2,5.126392,0.000239,Loss at 25 Epochs
8,0.4,2,5.528787,0.000239,Loss at 25 Epochs
8,0.4,2,5.062313,0.000239,Loss at 25 Epochs
8,0.4,2,5.465166,0.000239,Loss at 25 Epochs
8,0.4,2,5.972949,0.000239,Loss at 25 Epochs
8,0.4,2,5.736188,0.000239,Loss at 25 Epochs
8,0.4,2,5.397445,0.000239,Loss at 25 Epochs
8,0.4,2,5.91134,0.000239,Loss at 25 Epochs
8,0.4,4,5.525148,0.00176,Loss at 25 Epochs
8,0.4,4,5.629322,0.00176,Loss at 25 Epochs
8,0.4,4,5.099932,0.00176,Loss at 25 Epochs
8,0.4,4,5.446192,0.00176,Loss at 25 Epochs
8,0.4,4,5.590599,0.00176,Loss at 25 Epochs
8,0.4,4,5.829094,0.00176,Loss at 25 Epochs
8,0.4,4,5.449518,0.00176,Loss at 25 Epochs
8,0.4,4,5.572408,0.00176,Loss at 25 Epochs
8,0.4,4,5.613231,0.00176,Loss at 25 Epochs
8,0.4,4,5.365487,0.00176,Loss at 25 Epochs
8,0.4,8,3.57548,0.00635,Loss at 25 Epochs
8,0.4,8,3.699133,0.00635,Loss at 25 Epochs
8,0.4,8,3.393268,0.00635,Loss at 25 Epochs
8,0.4,8,3.423741,0.00635,Loss at 25 Epochs
8,0.4,8,3.589039,0.00635,Loss at 25 Epochs
8,0.4,8,3.657736,0.00635,Loss at 25 Epochs
8,0.4,8,3.447975,0.00635,Loss at 25 Epochs
8,0.4,8,3.553395,0.00635,Loss at 25 Epochs
8,0.4,8,3.230946,0.00635,Loss at 25 Epochs
8,0.4,8,3.395537,0.00635,Loss at 25 Epochs